ESCUELA,ALUMNO,SEXO,PROMOCION_INGRESO,MODALIDAD,COLEGIO_PROCEDENCIA
INGENIERÍA PESQUERA,686f2111a7cf13dfb53d4db222a9e7398566049ec3ce7b7033262c7861314401,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA PESQUERA,51c02fc1b0d2d5026caada9f047da762482d5a16d3214e1c62a083a4b532c4d1,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA PESQUERA,afea520302b47ca888e16196171dd92532bc6718caa6a69aa86660332e5c0181,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA PESQUERA,60e94c55193648d9dfaec98e22ba00ce56da20152968f491b6f06b24668fb638,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA PESQUERA,5121dc48d2fbb3d8d8450e1ab4e64ae425685935fd39fe776e92675c7bf74a04,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA PESQUERA,57b3b26da98c1b68c3ebd268f500932ce0747bc0c33527aa647c73242a253349,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA PESQUERA,084e6673107ef49bd79c684edd27b39d7d4096503bc609574908e4fd45185a84,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA PESQUERA,5e2890e933083efdc491196a8e454a67e833a28074cd0b4ac024779711a29392,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA PESQUERA,6411a3cd1120aef7e283ec8ec9cff43847f21240a2c28e29906249326796d003,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA PESQUERA,fa9ec0d5b03a5c0c1d926039f33c1563ebaa192b3cb9c32a0c78fc7127e4d724,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA PESQUERA,a4d8913da704928ba48c9fd8d17c554d0c3da71c904d92c7cf170ae3179e5cd0,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA PESQUERA,0bfbbf50766a3e3ae1e655748c1b94f690fe569901430858514bb196d2c090b3,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA PESQUERA,33353d0d57ad267322e56c670767e7301f309c1ace67afb566ff064c62b19d2a,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA PESQUERA,4d3c45d6f1a19616d6b88e92f8efd098aaa2e0bda0afe884070fbe06564d7e2c,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA PESQUERA,bfad484198646ea2171920675c127067ca5325a71039cb34e5e8a56438f11dc9,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA PESQUERA,7afff9e13d3c523bd810f43f6c3091abb98b99fb55820225f91462352e0a6df5,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA PESQUERA,ebe58c0051316bc61ffda8deb552aebe5fb817eb811e56c4ea41dcc9d7e326fa,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA PESQUERA,13f58fb360bdd23c9f36358eb219b30798d73c22c60a4c8d4dcd8fbda52833dd,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA PESQUERA,02715b55263e4583d4ee8235250b1c3f62dffe4c19d65bf3e6c35291fded4ba5,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA PESQUERA,f59b8412c1c83f33b80991059a1344c12fa1d2ed359a27f4987e68906eee9a93,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA PESQUERA,c72ee382ef72d2c179290a38a4893377dfba0fb36e310cc0455141736e7fbf5a,Masculino,2023B,Examen General de Admision,Colegio Parroquial
INGENIERÍA PESQUERA,413f57b4f9d156ef379d4fdd517a24dae63f59d072d70a94abdbb82343540593,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA PESQUERA,ba72612259514f2abf50b6c5090082ee3cba08bc3045a0862a33d8e226984370,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA PESQUERA,7d3399537e3a998b64e78eb6e5fc8f36d8223c4d2cf8774b8f31e21dfa4a5cdd,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA PESQUERA,33f2e45423bc4945e327850af7eb88b472d50ee577e1a2e3e5a74c038c925bdf,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA PESQUERA,e335e0b7c2887f245bc1cf954986f1e005293b054c29800ff6ff1fda200d8aa2,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA PESQUERA,d748712d4636834fba616d32b1920b1fdf40d673852b6d23fa10885a995594cd,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA PESQUERA,789235b4ad94756d16c0eda80fc2f53b473fbeac294e083e4e21ce39493df9ba,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA PESQUERA,1d96548c1dfb0106fbe9eead5fa2b07271420d7a120667011175b3f33130adb2,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA PESQUERA,9ed5f259d11754433339aab51fefc42ffe027dcebf29823816c3ad3f59145fec,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA PESQUERA,8f62d3d3e4ae825c3826146825ae9453c658be3aad52b2fe68bebb44d214991f,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA PESQUERA,94314dbefb842c9683dbb570169216d45d9f26a123a8d2888be6370f13098175,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA PESQUERA,baab254c77188a813d362471a98c2abd3c58ce5ac253eade9001f84f16ed8d0f,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA PESQUERA,81caf62c277210ffeb0af29930b20ff267693be3d7258c960b99dd3231daccfd,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA INDUSTRIAL,27afb37861e719e096fc25ce3e7902f30911e294a24e1c789797f2fe29c320aa,Masculino,2023B,Traslado Interno,Esta Universidad
INGENIERÍA INDUSTRIAL,8b6047096021ac558ea50ede665c1dbd524d6bd9d4c6fb8abb843a8a82a7cedd,Femenino,2023B,Segunda Profesionalizacion,Esta Universidad
INGENIERÍA INDUSTRIAL,700b98a8cf3020f7976e8371559fc1bc03f75849fca62f883a0ec0046993716b,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA INDUSTRIAL,0cddccad30b6df07b69b8437da15f7ee5806be6e8c6901bb7a0e08cc8abb4211,Femenino,2023B,Personas con discapacidad,Colegio Nacional
INGENIERÍA INDUSTRIAL,08027f255b76eb4c5a5316d25e5851ce154c8f928e5876a8929f7f32a9a6ebd4,Femenino,2023B,Traslado Externo Nacional,Universidad Particular
INGENIERÍA INDUSTRIAL,c07ef42488fd19ba2886b25b5a849ef1a99b148525d89b18a3869018331f444d,Masculino,2023B,Primer/Segundo Puesto,Colegio Nacional
INGENIERÍA INDUSTRIAL,504e3e0427396fa5f761604430cd6c2dac66505a02e5b2fd2ed598f3960ed9c3,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA INDUSTRIAL,3b90293caaa1536616646cccf65fc5df1dd9b45d6d52f221f408e356d41b85dd,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA INDUSTRIAL,691998102c7a893ba79765875a70c0b5ad79931efa31bf2559c0330c5868c638,Masculino,2023B,Personas con discapacidad,Colegio Nacional
INGENIERÍA INDUSTRIAL,681b8b35ca6940630f2acbd1e5d4894b0e1526759a5bfde1ef09e2af3c0a0186,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA INDUSTRIAL,eb45880b49120d545196ea67f5dd73d44ce38482ba9e429f64fbcf3372cd7d1a,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,d47ba0664ec1b532e89bcac357698151e3913354b5bf1b76500fb9761186dd83,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,909723a317d1f1f6bc3b8d43a9c415354862a7688be76cf9772b08358a745662,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,45a8865bffe9d5716703b35855a97a6d8c6dd99dbd3e59b0eb4a63bf2ee9fb9c,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA INDUSTRIAL,e6b80c99237137b8aa29841eb1166883686e60957973afe9411a1bfe99b747f9,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA INDUSTRIAL,6d0bd83fb3aff06a505a46312874b312586a6262c0abefd966bbb861a154759b,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA INDUSTRIAL,d75d89f552212138d539346884e2ebf12d864bb6bd60632f5ea1b055e9000ee6,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA INDUSTRIAL,c81a753978439f680dbed83ed4687126ceea5c13624d72e86eb052b8a79b7215,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,076708df0b60fa8d23bdc1dad144fa9ff3d585ef0f59066fcd630ec67c1283a5,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA INDUSTRIAL,c592f13613c39a56b3cb581ec78c7319d617ab4f8063009fa68ee0dbff56fafc,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,df108e98343f2d7d1baf38d1ac52045cc8dc2f2c984e1ff296207563c9721f5c,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,a19af2c80d656f1f49dadba670d9efecf2a494a726fe3a5b5f82b381c09eab7e,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,a81357d0c48f62a15217e63822050d0c5ae1a1b9a9796959bc6f132a6118aafd,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,89e013d8e06d067803d83fd93d0ce5b7112f85e935ee0c83e4e6f55f4e870454,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA INDUSTRIAL,5fadd350d0d05f2c930b3d2e2251cd507e2da4520abb7d64027d9f8171994833,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,1a33179b27b2636df2fd5e920c8c02a2ed3dfa433af7d6126c731a4e4164f7f8,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA INDUSTRIAL,85333b06e28e0493a3f438acf24f9479cec9070ff338946d3e1a7340695ac838,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,768199a875fa6479dd761510c83adbea116400f6495b621107b3aa9d7c799a9a,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,40c8edaa3a1542b494f969a413ee9eb23b73d296f78f540db3a0fb516360bfcc,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,c8f98bec2ce54656e3fe4cacb474a21d415445d06d420c991ed9a1188569c82b,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA INDUSTRIAL,a6dbffab2e648d1d03c12b0627e3f303509d431669ce6f1efefc9ea03955f441,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,4f9e6c810ecce31422cea39a6e47f3eee953eb39df838403eaf5c39719382371,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,ee7eeba25630b65ff5b559261f641bf97c3ff00a9e826d2738a59bdbdf2c7372,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,6a9212a3764a9adb3568a19a91ecb4a6d838632a135f51e0b00503ffbd30a1a8,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA INDUSTRIAL,af89ba30681b55cfe4684ad1183525bbaec6219979de7f273b4218db398dc7fc,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA INDUSTRIAL,a8d1b78a64a0143243daa3fe182eacbbfea5250299664e4ea883d1d9e16b0eb5,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,530701e46fe70e713c576d61b825b37c870f99c52c57e1f2d2bce0fd03d76f0e,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,9ea10d8a06c1eaeb5048c4796130763c2d54030466aa16d9bf900afb351ad69c,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,73b0b3de138bede99c9eda006ff4bdf89d187b48902b1e79ded44e5cfa4f5f22,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,7ca6e6467161c085a31f1d9c30382f1ccb44bf9b56aba504fdc44ba867a89690,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,8c376cfa0638f581edc70c360e6eff0a0b8ac89ba8d720a7656f9149c786436f,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,2f7c20c61319bb55186743c619e90d01e5b2f50189d6a1f8ca5da44a72584273,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,8140e4ea0930e6f39a38a496c0fe486a0fa20a3ab115432b38906ccc293d75b8,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA INDUSTRIAL,8e62f196c6c5350e1fe2fca0ed303c621d83fd99bc8e39444353c07e359f4785,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA INDUSTRIAL,7629945dfcad5a2ce6dd5faaf94075ad789deacb76c1fb3e65373d313c30b0d6,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE SISTEMAS,ccef050eea2531af156df6b32449a2401299985b7d456130eb68ce96a7ec92a6,Masculino,2023B,Primer/Segundo Puesto,Colegio Particular
INGENIERÍA DE SISTEMAS,3d1b808c6610b20d26bf2e72194b6a9062c2f1f899a42c77f80e571cfe19d5c0,Masculino,2023B,Traslado Interno,Esta Universidad
INGENIERÍA DE SISTEMAS,98d4205c3afe4c4c1b37ccc2507b9b7e12a8af8a102f6495d6c1fbe841a2630e,Masculino,2023B,Victimas del Terrorismo,Colegio Particular
INGENIERÍA DE SISTEMAS,548e527200130b801fca161c34c6eaa9104bbc82880f3c0762c8669cb2017c05,Masculino,2023B,Segunda Profesionalizacion,Esta Universidad
INGENIERÍA DE SISTEMAS,96c4df0d56c78f19127d5612649557a9bac1eb2a6d865150881b02a9baad8424,Femenino,2023B,Traslado Externo Nacional,Universidad Particular
INGENIERÍA DE SISTEMAS,770f655d5d70c640b30815d08afdbcd2d5b77051820290a063a62b5f34356dcc,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA DE SISTEMAS,2bcceb4395bb3d3adabfc77e30505fd8d91a5c7377c91852e381dd229ab0339d,Masculino,2023B,Personas con discapacidad,Colegio Nacional
INGENIERÍA DE SISTEMAS,5c39c9c0aa6c2d029ce64df0344da7df265c2977c8ba4f3da353a83fdb6e0293,Masculino,2023B,Personas con discapacidad,Colegio Particular
INGENIERÍA DE SISTEMAS,db56b2a1268d7e63637d793519a93d0f637e6aca2f4b87b9a16fe9cd4ae8f376,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA DE SISTEMAS,84221672d8a8f9618f032a7b313189c56f061b294d3ea7f8a1f38ebe3fa9dc23,Masculino,2023B,Personas con discapacidad,Colegio Particular
INGENIERÍA DE SISTEMAS,60be8d5a48f42885ee009c2a038a4046e3a40ce1c064c3f0fb87bea2eddcf6ce,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA DE SISTEMAS,aacb48904b0a7504f65c88032a1d15968b012cb19deeb3240544f298dba31484,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE SISTEMAS,1257d4185f6be53bb9fa524d97893d437c3b19834aace223d0a82103bed81e70,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA DE SISTEMAS,1c602e2bc77743ebd1793d45ff378386606a44e60ae65e22023363243cb0e622,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE SISTEMAS,b71bec2955516660ff372da5f2645d745ede4dee1fe9c213f06a66d8a1c0d1db,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE SISTEMAS,012bfa5c1f395b1e7fc6848fd906c4f5c9927b41f11d932386f021608cc0c195,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE SISTEMAS,b1e8d5121fe16cbdef0a48eebedd39c1adc19f6b13fcddae5344ddffbe2a44cd,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE SISTEMAS,00961e1eb48e1d90011b4f7d74cc016d46c6fed934101a9cabd27955f9da702c,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE SISTEMAS,d83411199494b363ae4ad3e2f1467e2e57ddbc9c3033ff5b13f8a1825b8cf15d,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE SISTEMAS,5321cb6018deca2f9d3215310deab022fdf287177fe1ecdf04189a1b70ba40c9,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE SISTEMAS,30053513b974b4b0933cc5cedb5a12a8cab54e4c9c44dc172f087ca208c393f5,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE SISTEMAS,f1c3d7aa13a6c034b0b486a058b0d3d1d4c4b9c2925497b5246c40221f13f84f,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE SISTEMAS,e88fe7629028c62f09dcf2bfaf7e02647671ff6c50206637933805de878b651e,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE SISTEMAS,b2ddb67e665bbd8e0aca60a7cce86d79f4d50cb0b14b94be2a1db81b8c972a4f,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE SISTEMAS,7abbbd14b33ed9ea68d0b958c2a287f37648472f7c993bc19923df0b7448e4a7,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE SISTEMAS,1817adf3898b90bb3ac81831b81f2ef60ac4c32329fcb11ed05914bf8204495d,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE SISTEMAS,81305b9c744de4e8891bf9e13e50711cffa26e4cd9d4e91c568a93867bb78914,Masculino,2023B,Examen General de Admision,Colegio Parroquial
INGENIERÍA DE SISTEMAS,d35f49fcb0f61b53df20936aec3822273c289c9bbd472363a26898628bcb068b,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE SISTEMAS,a756b086d38250388269a126ec628571fe2a36cb760f971c19c53105ee857f7d,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE SISTEMAS,59921cd8fb967ac1509279c82952f3d5cb07f26942979629d5b842fd1e4624a0,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE SISTEMAS,420c182ff83812a97fb915f44c39da9c85b6aa6d71307528f491de217c6b2a06,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE SISTEMAS,1fb76b717b9466d8f8fbae0e0361087f37c38d7f2bea6725131e434c0d0fc9e2,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE SISTEMAS,17e68c29fe71c3dcc6d35b9d3ab4b93f736e6d2781e9ecb1fbd316fa0fa7c180,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE SISTEMAS,306f6146260835599d9a80db08ba68ce2e7356e1f3bc1ca1511e69db1b019be1,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE SISTEMAS,2728353a0a250fe66eb0e9ac05e74ad76342679f1832e5fb806ba99677e69368,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE SISTEMAS,e0e3153c67a2171afb03dc6c035a5e356009b431794a679d9c18fa97d2c31d75,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE SISTEMAS,c2717261971a68a4bdff984970216bd45dcc31c6277a24eca3214ca0f5e5069f,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE SISTEMAS,748404dc4e96fdf59871e67c19496c0ab043c5a642f39444949efbcea9988185,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE SISTEMAS,a91c301987656e5c9a45bbd3da6a3636e6c644966b0fa3a5591d23a1d6fe71f1,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE SISTEMAS,344b2525ae1f43940fff40d8338ee25bef1e2f6b468a631ee1e4624af1fcc3d2,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE SISTEMAS,a7c533538dc940c04335f2e0dd00e08d272623cae57d75c7aebffe1acc1a4725,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE SISTEMAS,aacad556479ecc83fe0da664f6560d8779a2ff861287ba947406aceaa1029ef9,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE SISTEMAS,c387323fddcc78993a2017f206be5cf86e1ee0d848d3e33bc7297ea7ebea6ca5,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE SISTEMAS,0861054d66d138808c9279cab465b10c91730965a51bd062c52b92b7a69fde94,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE SISTEMAS,2a1d9972eb8396aaa6d1760b5b14f08dab1327f8c7381c9f478e559746004e01,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,4b498002df217a3403c52e9ce14b451e58fca8420f878958057878208e830b11,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,b65635cd17ec0c435fbf4c72500cfe393426795cc2df964ff799f083a75b871a,Femenino,2023B,Primer/Segundo Puesto,Colegio Nacional
INGENIERÍA QUÍMICA,b06492881f7c80a217fe54821898880ea271d9ecf0ed8e77cd8fb82af9498a31,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,72e260f73c6c99e06419d523809e89c713bcdfc513fdfdc9f2448c606ce7afc3,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,bbfc6b4e52a4659b092e0bcc615ed2798f029fce0bb6f2b0cf4e4b1652a49746,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,9787f01697ef4ddd21f765519cce163697bad70e76e2bfde9ba91fa6087b9e98,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,d2032834b111d6edf376b554d77ae9785a47b5c0b25d20edab26a4cdf07d1475,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,1954287191f0e80106a5931414677fd07e2ba938331d8b7da7a3ae26f3f813ec,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,a9ec65946546ffc548bbd525fb974c006ce973cdeff3fe3946b475b554daab24,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,225d3585b32b83b336a73f4a361d707d60a0404cb76de235035a0144cbac6e7d,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,d41a2615692a3e342d00b2623b635797b1f527d9421fea78c0eaa25dc88d3703,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,89dcd833e94a2d194e6270e9952765a5b6b5fa0b3f901e9c46b8b7973bb827dd,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,5fb379cdfdb82937a2990b09859bc0eb215e358f7c1a4e669a33e636f5875496,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,d5c17791bd1457c75088d8b90a80a58d4b6dd55c67a8c0513f79959191a789cc,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,32931a1dc8b93a98727ff8641ce9adb2c9559bc2b480972562b3cce1839a26e2,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,39808cd8e65e43903f7f2c55c9fb65a96566d156ebc179441b869af9fa6d03ca,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,8742de2e444f5065903a356107a3ece34cd367b15dde5cf8e23c52a471e97e5f,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,46027b9c75ed87b0dfbe8d22d0c3b9d1220dae827031b9c247cd7d518114255e,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,ed2ce7a1917abdd89a33944b63b672bfa6b636f6a6e6638184155fb13e467dd5,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,d131e9f550c4525a1e0e44fd4cca87c4660588c302d0114093cc0bc3128f6f51,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,420517b06b42d2f18baf52f9cd8282e85b1ccce0a7446e800fb69e9b10cb6ced,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,ae95c4299b10eef2b21f16f9f8efef7983b79433dd87871b948caacb87dbd6d6,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,9a26aebb0e903795edf0fe9ea99e1d6028e0ba326ad2795c299cbc0b6fd4e8a1,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,8a85309cea6561bff06908c0e10da8a054d796cf2560f979afbdb666a0eabea2,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,1590528b37fee68d0073fb2c4cb34beeed9e1a00b3d3eb8c132926ea9845ba58,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,2bb65e4577f8e1c30a5bbbb2678678b41149379c6c88bbd1dc262661d1bc9e00,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,c8e280f3cdb41f9c2a789818d91f481c28ef98ca250d38a3abacb00ccc6b92e4,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,dc3ed38ab08cdc6059ae3fa2c7f641d0e270700e04bc89668a9e7e75ed55feb8,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,c23034ebaa808db799a3c86bbfba2e6fc34856162d5170493a387c3789ca400b,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,4ba56ef73c9d0576fbf9ebbd198dd8f62e2c46f8f41cd3cd52a9a277c22acb8b,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,75ae4ee65c8011a1e42a6f175231a9d1aa46586bc0cc7c870b680a9283a81fb0,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,d97daed55a103aac6fb68661f1bedf37ec0efa49f213528fb1e6916c2d0dff91,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,520834afc4c89a169643f6cf0c14da5999d1c4e14d3d090ad364578d9c4de90a,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,028d1cc0395eaf4377622f29062994fbae81a0638ce99a3dec0a22a799ddf2d1,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,1ed8ad64853ae046e57cc35f28c2b97c4f819c741517baa27c08edbe39d10a87,Masculino,2023B,Examen General de Admision,Colegio Particular
