ESCUELA,SEXO,PROMOCION_INGRESO,MODALIDAD,COLEGIO_PROCEDENCIA
INGENIERIA ELECTRICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRICA,Masculino,2023B,Examen General de Admision,Colegio Parroquial
INGENIERIA ELECTRICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Traslado Interno,Esta Universidad
INGENIERIA ELECTRONICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA ELECTRONICA,Masculino,2023B,Traslado Externo Nacional,Universidad Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA ELECTRONICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA ELECTRONICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA ELECTRONICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRONICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRONICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA ELECTRONICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRONICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA ELECTRONICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA ELECTRONICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA ELECTRONICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE ALIMENTOS,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA DE ALIMENTOS,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA DE ALIMENTOS,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA DE ALIMENTOS,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA DE ALIMENTOS,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA DE ALIMENTOS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA DE ALIMENTOS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE ALIMENTOS,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA DE ALIMENTOS,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA DE ALIMENTOS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE ALIMENTOS,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA DE ALIMENTOS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA DE ALIMENTOS,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA DE ALIMENTOS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE ALIMENTOS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE ALIMENTOS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE ALIMENTOS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Parroquial
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE ALIMENTOS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE ALIMENTOS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE ALIMENTOS,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA PESQUERA,Femenino,2023B,Primer/Segundo Puesto,Colegio Particular
INGENIERIA PESQUERA,Femenino,2023B,Traslado Externo Nacional,Universidad Nacional
INGENIERIA PESQUERA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA PESQUERA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA PESQUERA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA PESQUERA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA PESQUERA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA PESQUERA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA PESQUERA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA PESQUERA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA PESQUERA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA PESQUERA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA PESQUERA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA PESQUERA,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA PESQUERA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA PESQUERA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Parroquial
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA PESQUERA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA PESQUERA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA PESQUERA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA INDUSTRIAL,Masculino,2023B,Traslado Interno,Esta Universidad
INGENIERIA INDUSTRIAL,Femenino,2023B,Segunda Profesionalizacion,Esta Universidad
INGENIERIA INDUSTRIAL,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA INDUSTRIAL,Femenino,2023B,Personas con discapacidad,Colegio Nacional
INGENIERIA INDUSTRIAL,Femenino,2023B,Traslado Externo Nacional,Universidad Particular
INGENIERIA INDUSTRIAL,Masculino,2023B,Primer/Segundo Puesto,Colegio Nacional
INGENIERIA INDUSTRIAL,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA INDUSTRIAL,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA INDUSTRIAL,Masculino,2023B,Personas con discapacidad,Colegio Nacional
INGENIERIA INDUSTRIAL,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA INDUSTRIAL,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA INDUSTRIAL,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA INDUSTRIAL,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA INDUSTRIAL,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA INDUSTRIAL,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Primer/Segundo Puesto,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Traslado Interno,Esta Universidad
INGENIERIA DE SISTEMAS,Masculino,2023B,Victimas del Terrorismo,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Segunda Profesionalizacion,Esta Universidad
INGENIERIA DE SISTEMAS,Femenino,2023B,Traslado Externo Nacional,Universidad Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA DE SISTEMAS,Masculino,2023B,Personas con discapacidad,Colegio Nacional
INGENIERIA DE SISTEMAS,Masculino,2023B,Personas con discapacidad,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA DE SISTEMAS,Masculino,2023B,Personas con discapacidad,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE SISTEMAS,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Parroquial
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE SISTEMAS,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA DE SISTEMAS,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Femenino,2023B,Primer/Segundo Puesto,Colegio Nacional
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
